device,ecommerce,event_name,event_previous_timestamp,event_timestamp,geo,items,traffic_source,user_first_touch_timestamp,user_id
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593876682781302,1593876843202199,"{""city"":""Boston"",""state"":""MA""}",[],direct,1593876682781302,UA000000107359533
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593876805454500,"{""city"":""Longmont"",""state"":""CO""}",[],facebook,1593876805454500,UA000000107360584
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877102287710,"{""city"":""Edina"",""state"":""MN""}",[],google,1593877102287710,UA000000107363225
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877525272217,"{""city"":""Livonia"",""state"":""MI""}",[],google,1593877525272217,UA000000107367153
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878827366680,"{""city"":""New York"",""state"":""NY""}",[],instagram,1593878827366680,UA000000107378859
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593876984148354,1593877080951088,"{""city"":""Fairview Heights"",""state"":""IL""}",[],google,1593876627512769,UA000000107359064
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593877336963940,1593878310403526,"{""city"":""Jacksonville"",""state"":""FL""}",[],google,1593877336963940,UA000000107365375
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593878108533423,1593878127001137,"{""city"":""Tallahassee"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",facebook,1593877010367569,UA000000107362385
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877998166440,"{""city"":""Colton"",""state"":""CA""}",[],facebook,1593877998166440,UA000000107371405
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593878343143449,1593878414895728,"{""city"":""Burnsville"",""state"":""MN""}",[],google,1593878343143449,UA000000107374565
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593878434108523,1593878548059891,"{""city"":""Florence"",""state"":""SC""}",[],instagram,1593878404118645,UA000000107375087
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877047003430,"{""city"":""Jacksonville"",""state"":""FL""}",[],google,1593877047003430,UA000000107362773
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593878465914059,1593878979661791,"{""city"":""Berkeley"",""state"":""CA""}",[],google,1593878465914059,UA000000107375637
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879071259882,"{""city"":""Liberty"",""state"":""MO""}",[],google,1593879071259882,UA000000107381077
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593877194267003,1593877587530134,"{""city"":""Los Angeles"",""state"":""CA""}",[],google,1593876810872365,UA000000107360645
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876550825646,"{""city"":""Columbus"",""state"":""OH""}",[],instagram,1593876550825646,UA000000107358433
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877882389860,"{""city"":""Wilmington"",""state"":""DE""}",[],google,1593877882389860,UA000000107370419
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593876677934274,"{""city"":""Amarillo"",""state"":""TX""}",[],instagram,1593876677934274,UA000000107359493
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593878778518337,1593879153583248,"{""city"":""Indianapolis"",""state"":""IN""}","[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1},{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",facebook,1593877499997511,UA000000107366924
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593877231905742,1593877238945482,"{""city"":""Newport"",""state"":""AR""}",[],google,1593877206865812,UA000000107364185
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593878024261217,"{""city"":""Lindale"",""state"":""TX""}",[],google,1593878024261217,UA000000107371643
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877565296945,"{""city"":""New York"",""state"":""NY""}",[],facebook,1593877565296945,UA000000107367532
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593877210813826,1593877778019038,"{""city"":""Union"",""state"":""MO""}",[],google,1593877210813826,UA000000107364226
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877028472384,"{""city"":""New York"",""state"":""NY""}",[],google,1593877028472384,UA000000107362575
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593878131502093,1593878193789449,"{""city"":""Carrollton"",""state"":""TX""}",[],google,1593878131502093,UA000000107372605
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593877945448980,"{""city"":""Waukegan"",""state"":""IL""}",[],facebook,1593877945448980,UA000000107370926
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593878908944712,"{""city"":""Chicago"",""state"":""IL""}",[],google,1593878908944712,UA000000107379587
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593878745093820,1593879022436530,"{""city"":""Hoisington"",""state"":""KS""}",[],direct,1593876716048089,UA000000107359824
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",careers,1593879013340420,1593879068358781,"{""city"":""New Braunfels"",""state"":""TX""}",[],direct,1593879013340420,UA000000107380522
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,1593878546909539,1593878669155900,"{""city"":""Charlotte"",""state"":""NC""}",[],google,1593878546909539,UA000000107376346
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593878094224758,1593879219997939,"{""city"":""Whitehall"",""state"":""OH""}",[],google,1593878076027961,UA000000107372120
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593877791229823,1593877976938931,"{""city"":""Eustis"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",google,1593876623516985,UA000000107359032
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593876752928952,1593876781634367,"{""city"":""Salinas"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",facebook,1593876752928952,UA000000107360110
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877839219032,"{""city"":""Independence"",""state"":""MO""}",[],youtube,1593877839219032,UA000000107370024
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593877916659137,1593878167069536,"{""city"":""Moscow"",""state"":""ID""}",[],instagram,1593877310126491,UA000000107365142
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876518458002,"{""city"":""Elizabeth"",""state"":""NJ""}",[],facebook,1593876518458002,UA000000107358141
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593878560869859,1593878681737201,"{""city"":""Fort Worth"",""state"":""TX""}",[],instagram,1593878560869859,UA000000107376484
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593876509399528,1593879039689859,"{""city"":""Jacksonville"",""state"":""FL""}",[],youtube,1593876509399528,UA000000107358058
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878550821778,"{""city"":""New York"",""state"":""NY""}",[],instagram,1593878550821778,UA000000107376389
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593878863992749,1593878888729116,"{""city"":""Lakewood"",""state"":""CO""}",[],youtube,1593878769749932,UA000000107378341
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876586785010,"{""city"":""San Francisco"",""state"":""CA""}",[],google,1593876586785010,UA000000107358711
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879183312736,"{""city"":""San Jose"",""state"":""CA""}",[],direct,1593879183312736,UA000000107382128
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",guest,1593878332195500,1593879177467698,"{""city"":""Shreveport"",""state"":""LA""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",google,1593877456951975,UA000000107366503
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",down,1593877958377983,1593878258385754,"{""city"":""Taylor"",""state"":""TX""}",[],email,1593877958377983,UA000000107371028
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878574142245,"{""city"":""Winchester"",""state"":""VA""}",[],youtube,1593878574142245,UA000000107376624
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878193351813,"{""city"":""Chesapeake"",""state"":""VA""}",[],instagram,1593878193351813,UA000000107373152
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593878004394221,1593878789257662,"{""city"":""Elmira"",""state"":""NY""}",[],facebook,1593876796455659,UA000000107360510
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877237924215,"{""city"":""Oklahoma City"",""state"":""OK""}",[],facebook,1593877237924215,UA000000107364509
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593878390990140,1593878425328186,"{""city"":""Charlotte"",""state"":""NC""}",[],instagram,1593877205848873,UA000000107364180
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",foam,1593878674641293,1593878677502716,"{""city"":""Hawaiian Gardens"",""state"":""CA""}",[],facebook,1593878667602636,UA000000107377443
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593877456605000,"{""city"":""Carmel"",""state"":""IN""}",[],direct,1593877456605000,UA000000107366498
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877623435993,"{""city"":""Bedford Heights"",""state"":""OH""}",[],google,1593877623435993,UA000000107368043
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593877492476013,1593877494488443,"{""city"":""Clinton"",""state"":""UT""}",[],instagram,1593877492476013,UA000000107366852
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878244749792,"{""city"":""Chester"",""state"":""PA""}",[],email,1593878244749792,UA000000107373673
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593877054925712,1593877582493993,"{""city"":""New York"",""state"":""NY""}",[],facebook,1593877054925712,UA000000107362830
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877918371536,"{""city"":""Houston"",""state"":""TX""}",[],facebook,1593877918371536,UA000000107370701
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878639205251,"{""city"":""Jacksonville"",""state"":""FL""}",[],facebook,1593878639205251,UA000000107377209
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593877672816454,1593878318566115,"{""city"":""Denver"",""state"":""CO""}",[],facebook,1593876954276834,UA000000107361876
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593876829102538,"{""city"":""Fayetteville"",""state"":""AR""}",[],email,1593876829102538,UA000000107360821
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593876984964640,1593877109612825,"{""city"":""Grove City"",""state"":""OH""}",[],google,1593876984964640,UA000000107362185
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593878098873918,1593879060229415,"{""city"":""Las Vegas"",""state"":""NV""}",[],facebook,1593877505810561,UA000000107366982
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,1593877282177914,1593877368040386,"{""city"":""Hollywood"",""state"":""FL""}",[],facebook,1593877282177914,UA000000107364907
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593877492443962,1593877501540117,"{""city"":""Goleta"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]",instagram,1593877046092867,UA000000107362759
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593878726807602,1593878957081448,"{""city"":""Sachse"",""state"":""TX""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1},{""coupon"":null,""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59,""price_in_usd"":59,""quantity"":1}]",google,1593876902643705,UA000000107361452
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877189739003,"{""city"":""Seattle"",""state"":""WA""}",[],facebook,1593877189739003,UA000000107364035
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593878673677151,"{""city"":""McKinney"",""state"":""TX""}",[],facebook,1593878673677151,UA000000107377500
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878346892325,"{""city"":""Jacksonville"",""state"":""FL""}",[],google,1593878346892325,UA000000107374600
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593877831444924,"{""city"":""Jurupa Valley"",""state"":""CA""}",[],google,1593877831444924,UA000000107369950
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593877098197691,1593877457933580,"{""city"":""Mounds View"",""state"":""MN""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",facebook,1593876536314065,UA000000107358303
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593878045416325,1593878684534379,"{""city"":""Farmers Branch"",""state"":""TX""}",[],email,1593878045416325,UA000000107371825
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",guest,1593876940401328,1593876943045604,"{""city"":""Aurora"",""state"":""CO""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",google,1593876764989731,UA000000107360226
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593878980987555,1593879075211294,"{""city"":""Port St. Lucie"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",google,1593878980987555,UA000000107380218
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593877564610242,1593877995273977,"{""city"":""Garden Grove"",""state"":""CA""}",[],google,1593877564610242,UA000000107367522
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593877527811030,1593877585964255,"{""city"":""Albuquerque"",""state"":""NM""}",[],instagram,1593877140706738,UA000000107363587
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877727786845,"{""city"":""Concord"",""state"":""NC""}",[],google,1593877727786845,UA000000107369016
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593877432530960,1593877441914761,"{""city"":""Boise City"",""state"":""ID""}",[],facebook,1593877432530960,UA000000107366283
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879126407132,"{""city"":""New York"",""state"":""NY""}",[],facebook,1593879126407132,UA000000107381582
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878281228383,"{""city"":""Lee's Summit"",""state"":""MO""}",[],google,1593878281228383,UA000000107374003
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,1593877456316509,1593877518041711,"{""city"":""Dermott"",""state"":""AR""}",[],facebook,1593877311818535,UA000000107365159
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593878154137569,1593879210269799,"{""city"":""Inglewood"",""state"":""CA""}",[],google,1593878154137569,UA000000107372771
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593878671273157,"{""city"":""Marinette"",""state"":""WI""}",[],google,1593878671273157,UA000000107377475
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593878047423198,1593878208195893,"{""city"":""Escondido"",""state"":""CA""}",[],direct,1593878047423198,UA000000107371843
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879113540884,"{""city"":""Charlotte"",""state"":""NC""}",[],google,1593879113540884,UA000000107381480
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",press,1593878312310415,1593878566683548,"{""city"":""Snyder"",""state"":""TX""}",[],instagram,1593877545677144,UA000000107367338
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593876574686487,1593876749313456,"{""city"":""Southport"",""state"":""IN""}",[],instagram,1593876574686487,UA000000107358614
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877932169706,"{""city"":""Roseville"",""state"":""MI""}",[],google,1593877932169706,UA000000107370822
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879123394329,"{""city"":""Cupertino"",""state"":""CA""}",[],google,1593879123394329,UA000000107381565
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593879184036964,"{""city"":""Roanoke"",""state"":""VA""}",[],facebook,1593879184036964,UA000000107382139
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",press,1593878580121563,1593878600807476,"{""city"":""Los Angeles"",""state"":""CA""}",[],instagram,1593877132231275,UA000000107363510
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",down,1593877236906922,1593877262342981,"{""city"":""Omaha"",""state"":""NE""}",[],google,1593877092184811,UA000000107363146
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878759983592,"{""city"":""Oklahoma City"",""state"":""OK""}",[],google,1593878759983592,UA000000107378253
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cc_info,1593878868120555,1593879082848271,"{""city"":""Hayward"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":1190,""price_in_usd"":595,""quantity"":2}]",google,1593877568893290,UA000000107367565
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593878393744467,1593878424557699,"{""city"":""Allentown"",""state"":""PA""}",[],facebook,1593878393744467,UA000000107375000
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876774934261,"{""city"":""Santa Monica"",""state"":""CA""}",[],email,1593876774934261,UA000000107360316
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593877316314066,1593877620109300,"{""city"":""Middletown"",""state"":""CT""}",[],google,1593877299149283,UA000000107365055
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877050078615,"{""city"":""Chicago"",""state"":""IL""}",[],instagram,1593877050078615,UA000000107362792
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879294534457,"{""city"":""Spring Hill"",""state"":""TN""}",[],youtube,1593879294534457,UA000000107383171
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877777437512,"{""city"":""San Jacinto"",""state"":""CA""}",[],google,1593877777437512,UA000000107369464
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",shipping_info,1593877586373109,1593877591033643,"{""city"":""San Diego"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",google,1593876593396220,UA000000107358772
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593878711738961,"{""city"":""Wauwatosa"",""state"":""WI""}",[],email,1593878711738961,UA000000107377829
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",down,1593877909972252,1593878155847299,"{""city"":""New York"",""state"":""NY""}",[],google,1593877740993240,UA000000107369143
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593878211632071,1593878468117716,"{""city"":""Plantation"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":2190,""price_in_usd"":1095,""quantity"":2}]",google,1593877273338008,UA000000107364836
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593878602062022,1593878632959955,"{""city"":""Sturgeon Bay"",""state"":""WI""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",google,1593878437859521,UA000000107375397
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878286915500,"{""city"":""Opa-locka"",""state"":""FL""}",[],facebook,1593878286915500,UA000000107374064
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593878718745032,"{""city"":""Ivins"",""state"":""UT""}",[],direct,1593878718745032,UA000000107377892
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876568821480,"{""city"":""Farmington"",""state"":""MO""}",[],instagram,1593876568821480,UA000000107358570
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593877763134134,1593879262828023,"{""city"":""Gillette"",""state"":""WY""}","[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]",instagram,1593877763134134,UA000000107369339
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593877140886614,1593878174939091,"{""city"":""Laurinburg"",""state"":""NC""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",instagram,1593876965699722,UA000000107361978
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",down,1593878023212155,1593878202630416,"{""city"":""Grapeland"",""state"":""TX""}",[],google,1593878023212155,UA000000107371633
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593876821250262,1593876876866655,"{""city"":""Minnetonka"",""state"":""MN""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",google,1593876815970948,UA000000107360704
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878511225558,"{""city"":""Huntsville"",""state"":""AL""}",[],youtube,1593878511225558,UA000000107376048
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593876766484593,"{""city"":""San Diego"",""state"":""CA""}",[],google,1593876766484593,UA000000107360244
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593877788724310,"{""city"":""Fort Collins"",""state"":""CO""}",[],youtube,1593877788724310,UA000000107369565
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878814518086,"{""city"":""Atlanta"",""state"":""GA""}",[],youtube,1593878814518086,UA000000107378736
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593878198629807,1593878209478960,"{""city"":""Las Vegas"",""state"":""NV""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",google,1593878114796343,UA000000107372452
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593878506259201,"{""city"":""Orem"",""state"":""UT""}",[],instagram,1593878506259201,UA000000107375996
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593878154169869,1593878158947822,"{""city"":""Elmira"",""state"":""NY""}",[],google,1593877824688059,UA000000107369883
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593879169421029,"{""city"":""Tulsa"",""state"":""OK""}",[],direct,1593879169421029,UA000000107382001
